transaction_id,date,description,amount,direction,mcc,category,_merchant,_is_holdout
239,2024-06-28,ERMINAL 193417 WILDBERRIES FASHION KRASNOYARSK,1899.0,debit,5661,Одежда и обувь,Wildberries Fashion,False
33,2024-06-14,OPLATA RIV GOSH,690.0,debit,7230,Красота и уход,Рив Гош,False
397,2024-05-09,Начисление процентов на остаток,20890.0,credit,,Прочие доходы,Cinnabon,False
274,2024-05-13,OKKO,3700.0,debit,,Развлечения,Okko,True
363,2024-06-09,ИП Сидоров Н.Ю. мастер по ремонту,6299.0,debit,5200,Дом и ремонт,Сидоров Н.Ю.,False
182,2024-06-02,MTS MAGAZIN VORONEZH RUS,30199.0,debit,5734,Электроника и техника,МТС Магазин,False
285,2024-04-04,TERMINAL 724657 EKODRAYV AZS MOSKVA,2149.0,debit,5541,Транспорт,ЭкоДрайв АЗС,True
240,2024-04-26,MAKSIODM,25199.0,debit,,Дом и ремонт,Максидом,False
48,2024-04-10,OPLATA STOLICHKI,11950.0,debit,5912,Здоровье,Столички,False
323,2024-05-30,POS KVEST-HAUS,3690.0,debit,5815,Развлечения,Квест-Хаус,True
9,2024-06-20,TERMINAL 1372 PRIME KRASNOYARSK,499.0,debit,,Кафе и рестораны,Prime,False
172,2024-04-10,Оплата усуг ЕИРЦ,5000.0,debit,,ЖКХ и связь,ЕИРЦ,False
252,2024-05-15,OPPLATA TOVAROV MAKSIDOM,8609.0,debit,5211,Дом и ремонт,Максидом,False
295,2024-04-17,TERMINAL 459506 KOFEPORT NOVOSIBIRSK,590.0,debit,5814,Кафе и рестораны,Кофепорт,True
236,2024-06-30,OPLATA OZNO ELECTRONICS,18199.0,debit,5734,Электроника и техника,Ozon Electronics,False
283,2024-06-30,OPLATA TOVAROV EKODRAYV AZS,2850.0,debit,4111,Транспорт,ЭкоДрайв АЗС,True
26,2024-04-28,POS H&M,4600.0,debit,,Одежда и обувь,H&M,False
232,2024-06-29,OPLATA DIKSI,4699.0,debit,,Продукты,Дикси,False
121,2024-04-23,ИП Соколов В.А. репетитор математики,3509.0,debit,8299,Образование,Соколов В.А.,False
120,2024-05-26,POS METRO,5650.0,debit,5411,Продукты,Metro,False
209,2024-06-04,POKUPKA PYATEROCHKA KRSANOYARSK,3109.0,debit,,Продукты,Пятёрочка,False
5,2024-05-18,POKUPKA MEDSI MOSKVA,13709.0,debit,8011,Здоровье,Медси,False
42,2024-05-07,AIRBNB VORONEZH RUS,5190.0,debit,,Путешествия,Airbnb,False
142,2024-06-09,POS FORMULA KINO,3849.0,debit,7994,Развлечения,Формула Кино,False
326,2024-05-27,YARCHE!,4749.0,debit,5412,Продукты,Ярче!,True
41,2024-05-05,SHOKOLADNITSA,1690.0,debit,,Кафе и рестораны,Шоколадница,False
192,2024-04-06,OPLATA TOVAROV PRK GORKOGO,4900.0,debit,5815,Развлечения,Парк Горького,False
148,2024-04-06,Сбербанк Комиссия счет №187899,1690.0,debit,6051,Финансовые услуги,Сбербанк Комиссия,False
280,2024-05-13,POKUPKA CONCEPT CLUB NOVOSIBIRSK,2409.0,debit,5651,Одежда и обувь,Concept Club,True
114,2024-06-13,OPLATA TVOE,7290.0,debit,,Одежда и обувь,Твое,False
155,2024-06-19,OPLATA S7 AIRLINES,32600.0,debit,4112,Путешествия,S7 Airlines,False
379,2024-04-29,ИП Волкова Н.Н. косметолог,7549.0,debit,,Красота и уход,Волкова Н.Н.,False
413,2024-05-24,Внутрибанковский перевод Смирнов Ю.И.,5549.0,credit,,Переводы,Смирнов Ю.И.,False
165,2024-05-21,OLPATA KINOTEATR KARO,2009.0,debit,,Развлечения,Кинотеатр Каро,False
263,2024-04-29,POS SPAR,2700.0,debit,5412,Продукты,Spar,False
54,2024-05-15,OPLATA ECCO,2209.0,debit,5661,Одежда и обувь,Ecco,False
211,2024-04-04,POS KINOTEATR KARO,4450.0,debit,7994,Развлечения,Кинотеатр Каро,False
308,2024-05-13,APTEKA VITA VORONEZH RUS,3800.0,debit,8011,Здоровье,Аптека Вита,True
313,2024-04-14,POS ZOLOTOE YABLOKO,6000.0,debit,,Красота и уход,Золотое Яблоко,True
184,2024-05-13,Оплата услуг СОГАЗ,1450.0,debit,6012,Финансовые услуги,СОГАЗ,False
337,2024-05-28,POKUPKA ZOLOTOE YABLOKO VOONEZH,4400.0,debit,7230,Красота и уход,Золотое Яблоко,True
284,2024-05-20,Оплата Skyeng л/с 637855,1209.0,debit,8299,Образование,Skyeng,True
412,2024-04-29,Перевод СБП Сидоров И.И.,11250.0,credit,,Переводы,Сидоров И.И.,False
261,2024-04-16,PEREKRESTOK,3300.0,debit,5411,Продукты,Перекресток,False
216,2024-05-01,OPLATA PAYTEROCHKA,3190.0,debit,,Продукты,Пятёрочка,False
410,2024-04-23,Перевод между своими счетами,3209.0,credit,,Переводы,Кузнецов А.Е.,False
377,2024-04-06,ИП Волкова С.А. консультация врача,8900.0,debit,5912,Здоровье,Волкова С.А.,False
407,2024-06-22,Зачисление заработной платы ООО Логистик,40950.0,credit,,Прочие доходы,Petrovich,False
199,2024-06-14,Оплата услг Московская Школа,8990.0,debit,8299,Образование,Московская Школа,False
20,2024-06-07,Списание ЖКУ СОГАЗ,1790.0,debit,,Финансовые услуги,СОГАЗ,False
297,2024-05-25,SLATA SANKT-PETERBURG RUS,3650.0,debit,,Продукты,Слата,True
171,2024-06-21,POKUPKA O'KEY NOVOSIBIRKS,3750.0,debit,5411,Продукты,О'Кей,False
368,2024-04-07,ИП Егорова Ю.П. частный извоз,1890.0,debit,,Транспорт,Егорова Ю.П.,False
237,2024-04-23,WILDBERRIES FASHION*921598,7499.0,debit,5661,Одежда и обувь,Wildberries Fashion,False
299,2024-05-16,POKUPKA SLATA ROSTOV-NA-DONU,1009.0,debit,,Продукты,Слата,True
336,2024-06-08,BATON SAMARA RUS,3000.0,debit,,Кафе и рестораны,Батон,True
351,2024-05-14,ИП Новиков С.С.,5918.66,debit,,Прочее,Новиков С.С.,False
343,2024-05-21,ИП Петрова Е.О.,6203.03,debit,,Прочее,Петрова Е.О.,False
360,2024-05-18,ИП Кузнецов Д.И. репетитор математики,5799.0,debit,8299,Образование,Кузнецов Д.И.,False
344,2024-05-01,ИП Соколов Е.Е. барбер услуги,1409.0,debit,7230,Красота и уход,Соколов Е.Е.,False
125,2024-05-18,Оплата услуг ЮMoney Комиссия,790.0,debit,6051,Финансовые услуги,ЮMoney Комиссия,False
386,2024-06-23,Перевод по номеру телефона +7 975 535-52-85,44909.0,debit,,Переводы,Сидорова И.А.,False
384,2024-05-19,Перевод между своими счетами,23809.0,credit,,Переводы,Соколов Ю.А.,False
31,2024-05-23,YANDEKS TAKSI MOSKVA RUS,2509.0,debit,4121,Транспорт,Яндекс Такси,False
390,2024-04-01,SBP PEREVOD Петрова О.М.,48199.0,debit,,Переводы,Петрова О.М.,False
59,2024-06-18,OPLATA H&M,11749.0,debit,,Одежда и обувь,H&M,False
138,2024-06-05,VKUSVILL,5049.0,debit,,Продукты,ВкусВилл,False
21,2024-06-15,POS ROSNEFT AZS,2550.0,debit,5541,Транспорт,Роснефть АЗС,False
131,2024-06-08,AIRBNB SANKT-PETERBURG RUS,10949.0,debit,4511,Путешествия,Airbnb,False
102,2024-06-28,ASHAN*665661,2249.0,debit,5411,Продукты,Ашан,False
79,2024-05-24,POS WILDBERRIES FASHION,5749.0,debit,5651,Одежда и обувь,Wildberries Fashion,False
277,2024-06-07,POS APTEKA VITA,7590.0,debit,,Здоровье,Аптека Вита,True
95,2024-06-08,OPLATA TOVAROV LENTA,3990.0,debit,5411,Продукты,Лента,False
188,2024-06-26,OPLATA PLAYSTAITON STORE,690.0,debit,,Развлечения,PlayStation Store,False
403,2024-05-15,Кэшбэк по карте,60190.0,credit,,Прочие доходы,МТС Магазин,False
266,2024-04-13,LUKOYL AZS KAZAAN RUS,1550.0,debit,5541,Транспорт,Лукойл АЗС,False
55,2024-06-19,Оплата Ростелеком л/с 886614,4309.0,debit,,ЖКХ и связь,Ростелеком,False
82,2024-05-31,O'KEY,3950.0,debit,,Продукты,О'Кей,False
201,2024-04-14,KOFE HAUZ*557283,450.0,debit,,Кафе и рестораны,Кофе Хауз,False
429,2024-04-10,МАРКЕТПЛЕЙС ОПЛАТА 604839,9609.0,debit,,Прочее,,False
275,2024-05-16,OPLATA BULKA I KOFE,1849.0,debit,5814,Кафе и рестораны,Булка и Кофе,True
381,2024-04-11,ИП Егоров Е.В.,7615.15,debit,,Прочее,Егоров Е.В.,False
91,2024-06-12,POKUPKA ROSNEFT AZS NOVOSIBIRSK,2090.0,debit,,Транспорт,Роснефть АЗС,False
317,2024-04-19,OPLATA FAMILIA,4399.0,debit,,Одежда и обувь,Familia,True
318,2024-06-09,VERNYY*348690,5150.0,debit,,Продукты,Верный,True
423,2024-04-11,Внутрибанковский перевод Федоров О.Н.,35290.0,credit,,Переводы,Федоров О.Н.,False
426,2024-06-27,Внутрибанковский перевод Иванова И.В.,24649.0,credit,,Переводы,Иванова И.В.,False
150,2024-05-13,Оплата ТСЖ Пример л/с 733508,4100.0,debit,4900,ЖКХ и связь,ТСЖ Пример,False
418,2024-04-26,Возврат покупки Московский метрополитен,1949.0,credit,,Прочие доходы,Московский метрополитен,False
175,2024-05-01,POKUPKA SPAAR KRASNOYARSK,2249.0,debit,,Продукты,Spar,False
52,2024-06-26,OPLATA TOVAROV VKUSVILL,5509.0,debit,5422,Продукты,ВкусВилл,False
287,2024-05-09,POS FARMAPLYUS,9299.0,debit,,Здоровье,ФармаПлюс,True
316,2024-05-11,Оплата услуг НТВ Плюс,1309.0,debit,,ЖКХ и связь,НТВ Плюс,True
179,2024-04-13,Списание ЖКУ МТС,5900.0,debit,,ЖКХ и связь,МТС,False
132,2024-04-06,Совкомбанк Страхование счет №879581,300.0,debit,6051,Финансовые услуги,Совкомбанк Страхование,False
218,2024-04-13,MAGNNIT EKATERINBURG RUS,5649.0,debit,5411,Продукты,Магнит,False
0,2024-05-18,POS MAGNIT,5250.0,debit,5412,Продукты,Магнит,False
329,2024-06-21,APTEKA VITA*189814,3250.0,debit,8011,Здоровье,Аптека Вита,True
162,2024-06-07,OPLTAA TOVAROV RENDEZ-VOUS,4050.0,debit,5661,Одежда и обувь,Rendez-Vous,False
364,2024-05-25,ИП Кузнецов Н.Ю. сантехник услуги,13190.0,debit,,Дом и ремонт,Кузнецов Н.Ю.,False
276,2024-04-13,TAKSOVICHKOF*27965,309.0,debit,,Транспорт,ТаксовичкоФ,True
226,2024-05-21,Оплата услг Водоканал,7499.0,debit,,ЖКХ и связь,Водоканал,False
178,2024-06-30,POS MU-MU,849.0,debit,5814,Кафе и рестораны,Му-Му,False
393,2024-06-30,Перевод СБП Волкова А.М.,30000.0,credit,,Переводы,Волкова А.М.,False
6,2024-06-01,NIARMEDIK*18100,1509.0,debit,8011,Здоровье,Ниармедик,False
408,2024-06-06,ВОЗВРАТ SBP Кузнецов И.М.,14349.0,credit,,Прочие доходы,TopGun Barbershop,False
159,2024-06-07,POS SVYAZNOOY,74449.0,debit,5732,Электроника и техника,Связной,False
200,2024-05-30,TERMINAL 746747 MEDSI NIZHNIY NOVGOROD,6309.0,debit,,Здоровье,Медси,False
264,2024-06-03,OPLATA TOAROV SITIMOBIL,1609.0,debit,5541,Транспорт,Ситимобил,False
258,2024-06-07,DELIMOBIL*812392,2100.0,debit,4121,Транспорт,Delimobil,False
147,2024-04-15,ИП Морозова А.Е. консультация врача,4949.0,debit,,Здоровье,Морозова А.Е.,False
439,2024-04-24,AVITO USLUGI,1609.0,debit,,Прочее,,False
170,2024-06-25,POKUPKA PYTAEROCHKA SANKT-PETERBURG,4809.0,debit,5422,Продукты,Пятёрочка,False
288,2024-06-21,CONCEPT CLUB*24882,3950.0,debit,5661,Одежда и обувь,Concept Club,True
328,2024-06-12,Оплата Энергосбыт Плюс л/с 429061,5899.0,debit,,ЖКХ и связь,Энергосбыт Плюс,True
181,2024-04-15,OPALTA PLAYSTATION STORE,1809.0,debit,,Развлечения,PlayStation Store,False
217,2024-06-13,TERMINAL 221035 OKEY UFA,3199.0,debit,5422,Продукты,О'Кей,False
291,2024-05-25,YARCHE! ROSTOV-NA-DONU RUS,2009.0,debit,5422,Продукты,Ярче!,True
242,2024-04-23,DIKSI VORONEZH RUS,4250.0,debit,5411,Продукты,Дикси,False
241,2024-06-25,KFC*316374,1609.0,debit,5812,Кафе и рестораны,KFC,False
38,2024-06-23,PETROVICH,12290.0,debit,,Дом и ремонт,Petrovich,False
248,2024-04-21,TERMINAL 624599 STEAM UFA,3490.0,debit,5815,Развлечения,Steam,False
160,2024-06-20,OPLATA TOVAROV ROSNFT AZS,2649.0,debit,7523,Транспорт,Роснефть АЗС,False
281,2024-04-04,OPLATA KNS,3309.0,debit,5732,Электроника и техника,KNS,True
12,2024-05-12,POS O'KEY,4699.0,debit,,Продукты,О'Кей,False
30,2024-06-29,Мегафон абонентская плата,1950.0,debit,,ЖКХ и связь,Мегафон,False
144,2024-05-03,ONEPRICE,7949.0,debit,,Красота и уход,OnePrice,False
202,2024-05-15,OPLATA MGNIT,1790.0,debit,,Продукты,Магнит,False
191,2024-05-10,TERMINAL 726477 PYATEROCHKA CHELYABINSK,4990.0,debit,5412,Продукты,Пятёрочка,False
157,2024-06-14,MAGNIT,3350.0,debit,5411,Продукты,Магнит,False
204,2024-04-25,OPLAAT CASTORAMA,24009.0,debit,,Дом и ремонт,Castorama,False
400,2024-06-29,Перевод между своими счетами,8349.0,credit,,Переводы,Волкова В.А.,False
415,2024-05-31,Начисление процентов на остаток,88090.0,credit,,Прочие доходы,Spar,False
392,2024-05-16,Начисление процентов на остаток,16200.0,credit,,Прочие доходы,Т2,False
338,2024-05-29,ИП Иванова И.М. мастер по ремонту,20300.0,debit,5200,Дом и ремонт,Иванова И.М.,False
310,2024-05-11,SLATA*456881,2799.0,debit,5412,Продукты,Слата,True
105,2024-06-24,ONEPRICE*166890,4309.0,debit,7298,Красота и уход,OnePrice,False
234,2024-06-05,TERMINAL 103387 DLIMOBIL EKATERINBURG,2850.0,debit,,Транспорт,Delimobil,False
190,2024-05-25,TERMINAL 86750 METRO NIZHNIY NOVGOROD,890.0,debit,,Продукты,Metro,False
37,2024-05-31,ИП Петров П.С. частный извоз,2890.0,debit,,Транспорт,Петров П.С.,False
19,2024-05-15,OPLATA TOVAROV PARK GORKOGO,800.0,debit,5815,Развлечения,Парк Горького,False
29,2024-06-11,ИП Соколов В.Н. мастер маникюра,3609.0,debit,7298,Красота и уход,Соколов В.Н.,False
78,2024-05-17,OPLATA FIX PRICE,19090.0,debit,,Дом и ремонт,Fix Price,False
402,2024-05-02,ВОЗВРАТ SBP Волкова В.О.,18100.0,credit,,Прочие доходы,Кофе Хауз,False
189,2024-06-19,SITILINK,9899.0,debit,5734,Электроника и техника,Ситилинк,False
347,2024-05-25,ИП Егорова Т.И.,834.85,debit,,Прочее,Егорова Т.И.,False
416,2024-05-08,Перевод между своими счетами,42599.0,credit,,Переводы,Сидоров А.В.,False
71,2024-05-14,NAIL BAR,7549.0,debit,7298,Красота и уход,Nail Bar,False
94,2024-05-28,LUKOYL AZS,1309.0,debit,4111,Транспорт,Лукойл АЗС,False
223,2024-04-17,Оплата услуг ВТБ Страхование,290.0,debit,6012,Финансовые услуги,ВТБ Страхование,False
436,2024-06-16,Списание по операции №873387,9000.0,debit,,Прочее,,False
35,2024-05-01,Списание ЖКУ МТС,5450.0,debit,4900,ЖКХ и связь,МТС,False
128,2024-05-04,LENTA*194456,2590.0,debit,5422,Продукты,Лента,False
74,2024-05-19,OPLATA TOVAROV VKUSVILL,1990.0,debit,5412,Продукты,ВкусВилл,False
53,2024-05-19,O'KEY,4450.0,debit,,Продукты,О'Кей,False
22,2024-05-30,PODRUZHKA,4899.0,debit,7298,Красота и уход,Подружка,False
173,2024-06-28,OPLATA TOVAROOV OSTROVOK,47999.0,debit,,Путешествия,ОстровОК,False
378,2024-06-14,ИП Егоров И.Д. частный извоз,849.0,debit,4111,Транспорт,Егоров И.Д.,False
385,2024-04-13,Внутрибанковский перевод Соколов Ю.Т.,10949.0,credit,,Переводы,Соколов Ю.Т.,False
383,2024-04-20,Зачисление заработной платы АО Вымпел,40209.0,credit,,Прочие доходы,re:Store,False
235,2024-06-20,POKUPKA OO'KEY NOVOSIBIRSK,4290.0,debit,,Продукты,О'Кей,False
341,2024-04-16,ИП Федорова О.И. стоматолог кабинет,8450.0,debit,8011,Здоровье,Федорова О.И.,False
163,2024-04-25,OPLATA RZHD,54600.0,debit,7011,Путешествия,РЖД,False
196,2024-05-29,OPLATA TOVAROV PRIMME,2690.0,debit,,Кафе и рестораны,Prime,False
90,2024-05-17,Списание ЖКУ Лабиринт,2700.0,debit,,Образование,Лабиринт,False
355,2024-04-20,ИП Сидорова В.В.,5151.91,debit,,Прочее,Сидорова В.В.,False
396,2024-04-23,SBP PEREVOD Морозов М.Н.,33790.0,debit,,Переводы,Морозов М.Н.,False
446,2024-04-22,AVITO USLUGI,7890.0,debit,,Прочее,,False
375,2024-04-25,ИП Смирнова А.М. сантехник услуги,10909.0,debit,5200,Дом и ремонт,Смирнова А.М.,False
293,2024-06-10,TAKSOVICHKOF*91637,2599.0,debit,5541,Транспорт,ТаксовичкоФ,True
432,2024-04-30,Списание по операции №598110,4050.0,debit,,Прочее,,False
229,2024-04-21,ИП Сидоров М.Д. сантехник услуги,790.0,debit,,Дом и ремонт,Сидоров М.Д.,False
4,2024-04-29,TERMINAL 719103 MAKSIDOM KRASNOYARSK,23949.0,debit,,Дом и ремонт,Максидом,False
212,2024-04-26,PAR*816071,4749.0,debit,,Продукты,Spar,False
414,2024-05-01,Пополнение счета от Морозов Т.М.,5150.0,credit,,Прочие доходы,Магнит Косметик,False
221,2024-05-23,POS INIVTRO,14390.0,debit,8099,Здоровье,Инвитро,False
177,2024-05-23,POKUPKA MMETRO MOSKVA,4709.0,debit,5411,Продукты,Metro,False
143,2024-06-20,POS MEDSI,600.0,debit,8011,Здоровье,Медси,False
435,2024-04-27,МАРКЕТПЛЕЙС ОПЛАТА 488180,8999.0,debit,,Прочее,,False
152,2024-04-02,ИП Федоров Е.П. услуги перевозки,2709.0,debit,7523,Транспорт,Федоров Е.П.,False
80,2024-05-19,POS METRO,1250.0,debit,5411,Продукты,Metro,False
117,2024-06-04,TERMINAL 258145 TEREMOK KRASNOYARSK,1450.0,debit,,Кафе и рестораны,Теремок,False
156,2024-06-06,TERMINAL 477238 MOSKOVSKIY METROPOLITEN ROSTOV-NA-DONU,709.0,debit,7523,Транспорт,Московский метрополитен,False
282,2024-04-04,POKUPKA VERNYY SANKT-PETERBURG,1090.0,debit,,Продукты,Верный,True
23,2024-05-26,IVI*261480,2449.0,debit,,Развлечения,IVI,False
272,2024-04-21,OPLATA MEBBEL PLYUS,25390.0,debit,,Дом и ремонт,Мебель Плюс,True
346,2024-06-10,ИП Егоров А.М. косметолог,5149.0,debit,7298,Красота и уход,Егоров А.М.,False
104,2024-05-29,POS KINOPOISK,1650.0,debit,7994,Развлечения,Кинопоиск,False
61,2024-06-12,Оплата Комиссия за обслуживание л/с 186026,3600.0,debit,,Финансовые услуги,Комиссия за обслуживание,False
108,2024-04-05,METRO VORONEZH RUS,1550.0,debit,5411,Продукты,Metro,False
127,2024-04-05,YANDEKS TAKSI KAZAN RUS,1650.0,debit,4121,Транспорт,Яндекс Такси,False
81,2024-05-06,YANDEKS PLYUS,1900.0,debit,5815,Развлечения,Яндекс Плюс,False
443,2024-06-10,Прочие услуги 513059,999.0,debit,,Прочее,,False
279,2024-04-07,POKUPKA BULKA I OFE SAMARA,3049.0,debit,5814,Кафе и рестораны,Булка и Кофе,True
44,2024-06-19,ИП Егоров М.П. частный извоз,2799.0,debit,7523,Транспорт,Егоров М.П.,False
164,2024-05-27,POS NAIL BAR,2599.0,debit,7298,Красота и уход,Nail Bar,False
289,2024-06-14,OPLATA TOVAROV TAKSOVICHKOF,1149.0,debit,,Транспорт,ТаксовичкоФ,True
89,2024-05-14,OPLATA TOVAROV VKUSNO I TOCHKA,2850.0,debit,,Кафе и рестораны,Вкусно и точка,False
356,2024-06-26,ИП Смирнов А.В. услуги перевозки,850.0,debit,4121,Транспорт,Смирнов А.В.,False
292,2024-05-13,OKKO*720811,699.0,debit,7994,Развлечения,Okko,True
421,2024-04-18,ВОЗВРАТ SBP Попова Ю.Д.,74109.0,credit,,Прочие доходы,Шоколадница,False
398,2024-04-16,Перевод СБП Новиков М.Н.,33409.0,credit,,Переводы,Новиков М.Н.,False
367,2024-05-22,ИП Новиков Т.Д.,324.32,debit,,Прочее,Новиков Т.Д.,False
335,2024-06-17,BULKA I KOFE*241133,3800.0,debit,5812,Кафе и рестораны,Булка и Кофе,True
166,2024-05-27,YANDEKS TAKSI KRASNYARSK RUS,1750.0,debit,,Транспорт,Яндекс Такси,False
220,2024-04-27,POKUPKA PEREKRRESTOK EKATERINBURG,3600.0,debit,5422,Продукты,Перекресток,False
210,2024-06-16,MUM-U NIZHNIY NOVGOROD RUS,350.0,debit,,Кафе и рестораны,Му-Му,False
167,2024-05-22,ИП Соколова АА. стоматолог кабинет,2190.0,debit,8011,Здоровье,Соколова А.А.,False
438,2024-06-24,МАРКЕТПЛЕЙС ОПЛАТА 978741,8300.0,debit,,Прочее,,False
246,2024-04-28,KINOTATR KARO MOSKVA RUS,1150.0,debit,7832,Развлечения,Кинотеатр Каро,False
309,2024-06-17,KVEST-HAUS,1509.0,debit,,Развлечения,Квест-Хаус,True
7,2024-06-11,POS YANDEKS TAKSI,1990.0,debit,4121,Транспорт,Яндекс Такси,False
419,2024-04-10,Зачисление заработной платы ООО Ромашка,10999.0,credit,,Прочие доходы,Формула Кино,False
115,2024-06-30,OPLATA KFC,3199.0,debit,5812,Кафе и рестораны,KFC,False
405,2024-04-03,Выплата премии ООО Технострой,75099.0,credit,,Прочие доходы,ЮMoney Комиссия,False
273,2024-06-25,OPLAA KOFEPORT,1849.0,debit,,Кафе и рестораны,Кофепорт,True
370,2024-05-28,ИП Морозов В.А. репетитор математики,13299.0,debit,,Образование,Морозов В.А.,False
431,2024-04-07,YANDEX MARKET,2600.0,debit,,Прочее,,False
245,2024-05-27,OPLATA TOVARVO PARK GORKOGO,1500.0,debit,7994,Развлечения,Парк Горького,False
136,2024-06-04,FIX PRICE*923872,6309.0,debit,,Дом и ремонт,Fix Price,False
260,2024-04-29,OPLTA TOVAROV S7 AIRLINES,58650.0,debit,4112,Путешествия,S7 Airlines,False
391,2024-04-08,Зачисление заработной платы ПАО Энергия,15790.0,credit,,Прочие доходы,Whoosh,False
267,2024-06-26,DO+C,500.0,debit,8011,Здоровье,Doc+,False
373,2024-05-22,ИП Соколова И.П. консультация врача,8700.0,debit,,Здоровье,Соколова И.П.,False
145,2024-05-03,TERMINAL 286645 SM-KLINIKA NIZHNIY NOVGOROD,8490.0,debit,,Здоровье,СМ-Клиника,False
306,2024-04-17,POS SINEMA STAR,2790.0,debit,7994,Развлечения,Синема Стар,True
448,2024-05-22,Списание по операции №245753,7109.0,debit,,Прочее,,False
219,2024-05-12,Оплата услгу Водоканал,1509.0,debit,,ЖКХ и связь,Водоканал,False
228,2024-04-20,POS TEREMOK,3090.0,debit,5814,Кафе и рестораны,Теремок,False
10,2024-05-08,ИП Волкова Д.Т. услуги перевозки,950.0,debit,5541,Транспорт,Волкова Д.Т.,False
28,2024-04-25,Списание ЖКУ Газпром Межрегионгаз,3749.0,debit,4900,ЖКХ и связь,Газпром Межрегионгаз,False
302,2024-05-30,TERMINAL 934548 VERNYY ROSTOV-NA-DONU,5150.0,debit,,Продукты,Верный,True
207,2024-05-02,POS VKUSNO I TOCHKA,2749.0,debit,5812,Кафе и рестораны,Вкусно и точка,False
124,2024-06-13,SPORTMASTER,5590.0,debit,5661,Одежда и обувь,Спортмастер,False
69,2024-06-17,TERMINAL 773915 OBI NIZHNIY NOVGOROD,12099.0,debit,5200,Дом и ремонт,ОБИ,False
161,2024-05-07,OPLATA KFC,2309.0,debit,,Кафе и рестораны,KFC,False
194,2024-05-04,OPLATA TOAROV VKUSVILL,3090.0,debit,,Продукты,ВкусВилл,False
137,2024-05-17,OPLATA TOVAROV PRIME,3400.0,debit,5814,Кафе и рестораны,Prime,False
395,2024-05-26,П2П перевод Сидоров А.О.,6300.0,debit,,Переводы,Сидоров А.О.,False
112,2024-06-13,BOOKING.COM EKATERINBURG RUS,5190.0,debit,4112,Путешествия,Booking.com,False
100,2024-06-03,IVI KRASNOYARSK RUS,4009.0,debit,7994,Развлечения,IVI,False
